file,ch1_rms,ch1_peak,ch1_std,ch1_kurtosis,ch2_rms,ch2_peak,ch2_std,ch2_kurtosis,ch3_rms,ch3_peak,ch3_std,ch3_kurtosis,ch4_rms,ch4_peak,ch4_std,ch4_kurtosis,ch5_rms,ch5_peak,ch5_std,ch5_kurtosis,ch6_rms,ch6_peak,ch6_std,ch6_kurtosis,ch7_rms,ch7_peak,ch7_std,ch7_kurtosis,ch8_rms,ch8_peak,ch8_std,ch8_kurtosis,timestamp,time_to_failure,days_to_failure
2003.10.22.12.54.13,0.12513830668816506,0.557,0.08103763321143681,0.6844656822669553,0.11929895565474369,0.513,0.07127983452019844,1.1286895553135396,0.1302597883123256,0.598,0.08932207884538748,0.04286456361460811,0.12159138253445688,0.442,0.07657979005357379,0.15481003450825614,0.13050809193512436,0.464,0.09109631064204954,0.2571674020503618,0.13256058240597957,0.664,0.0929993860398819,0.47109876936057127,0.12915680933069065,0.388,0.05868159418810651,0.7566368049703218,0.11358958662418456,0.466,0.06527337263378684,1.3228547241815933,2003-10-22 12:54:13,826.7619444444445,34.44841435185185
2003.10.22.12.59.13,0.12481685430718333,0.557,0.08085373583236946,0.7331079984386095,0.11883692275124082,0.491,0.07055950124700494,1.1427754653976656,0.13067727852632557,0.535,0.09010842146588327,0.03142213335584376,0.12231737323422981,0.581,0.07672991365897207,0.2482643905817543,0.1314210076433749,0.588,0.09279115251836953,0.39288169384094607,0.13386151819954642,0.64,0.094988935538547,0.5830289284375527,0.09749973407415659,0.391,0.05923588957979171,0.8085430489944287,0.11384640060049109,0.54,0.06630184199793733,1.521401686531287,2003-10-22 12:59:13,826.6786111111111,34.44494212962963
2003.10.22.13.04.13,0.12414192376601921,0.552,0.07993186010367555,0.7472119300286155,0.11833768592530552,0.535,0.06996898787580254,1.4440725108255341,0.12974504540305432,0.598,0.08861727688278936,0.16662848365484573,0.12176718889346023,0.579,0.07579933943823923,0.3703457262181531,0.1297513133664261,0.544,0.09067546941164109,0.40537349858483696,0.132309050387542,0.784,0.09403206524875334,0.8069966240032396,0.109272176444518,0.405,0.05923907820639414,0.7889645008792794,0.11356828140381285,0.442,0.06557107833422215,1.4152889353075384,2003-10-22 13:04:13,826.5952777777778,34.44146990740741
2003.10.22.13.09.13,0.12444903026063521,0.623,0.07999905656997464,1.0717589890360477,0.11842082089021551,0.483,0.07028821312211739,1.3683927335584265,0.12998352885438025,0.583,0.088408622658621,0.053398252826217796,0.12204784378216192,0.54,0.07617993981244624,0.16496015091178595,0.1316200429013734,0.652,0.09210707645462106,0.4841382198335502,0.13422470373873058,0.583,0.09507319368281193,0.7160174660197809,0.10838384051492927,0.374,0.05820683121685397,0.6761997345845332,0.1147123895846423,0.525,0.06623443319747752,1.1756742926024115,2003-10-22 13:09:13,826.5119444444445,34.43799768518519
2003.10.22.13.14.13,0.12467762374733186,0.688,0.0800585362090279,0.8290600721702326,0.11853295440212766,0.552,0.07052151865743758,1.1082117003533982,0.12989328364745711,0.569,0.08900871210876359,0.07368117524987916,0.12088923718022057,0.513,0.0751412063933258,0.15513935834014925,0.13108482612653916,0.576,0.09237205636853882,0.3613506318844024,0.1327939509105648,0.562,0.09513297683294529,0.5338686275806412,0.10896223296578784,0.408,0.058679755887593055,0.9692128140323675,0.11352029863916409,0.454,0.06540496332046711,1.415384230732001,2003-10-22 13:14:13,826.4286111111111,34.43452546296296
2003.10.22.13.19.13,0.12854707840782498,0.588,0.08580673470108295,0.753694213546416,0.1231637760165555,0.598,0.07817703319957697,1.0814317831686004,0.13041894146545105,0.632,0.08969405496595917,0.2723220689276311,0.12172346769580066,0.598,0.07604262393665522,0.389530408071709,0.13039390162150272,0.547,0.09210418247505923,0.41102410762720076,0.13185540212790867,0.708,0.09526511176628243,0.7122184705971302,0.10981791637005035,0.417,0.0589628080769406,0.7810983656768045,0.1138783899399377,0.574,0.06579584719530651,1.7275926734498297,2003-10-22 13:19:13,826.3452777777778,34.431053240740745
2003.10.22.13.24.13,0.1266232757240079,0.613,0.08282983180435216,1.0003841587251898,0.11852378164911145,0.515,0.07077693091385874,1.1295528547444196,0.1314816538265653,0.581,0.09035157514063578,0.09089410964146394,0.12194872329500318,0.562,0.07612516050519345,0.2528050882695969,0.13061621718380245,0.54,0.0916218756186464,0.3231835804644754,0.1336796041745547,0.649,0.09540875875222685,0.6616501429996289,0.11068956184556203,0.376,0.05954014902190374,0.7865685692308668,0.11294960029602251,0.449,0.06573425569589195,1.3463135316846149,2003-10-22 13:24:13,826.2619444444445,34.42758101851852
2003.10.22.13.29.13,0.12733308448434316,0.518,0.0839707317457606,1.0276525790656317,0.12034981138169423,0.532,0.07268609020868416,1.9705796063864485,0.1317291877537017,0.808,0.09099347100987161,0.3991010295091777,0.12241952773754837,0.615,0.07656363953966815,0.466956718625668,0.1314557110021399,0.54,0.09230473965597152,0.3557471987660863,0.1332120110672387,0.51,0.0948251021803151,0.5167924557653762,0.11208552620899308,0.415,0.060443056559064755,0.921402650919771,0.11426843438875083,0.522,0.06686072869043268,1.7542986856370488,2003-10-22 13:29:13,826.1786111111111,34.424108796296295
2003.10.22.13.34.13,0.12591842849545742,0.645,0.08314437524862558,0.9377162511949093,0.1190519612707908,0.513,0.07165901511870093,1.3046280777749146,0.13124925781040153,0.557,0.0900771560651745,-0.020787922712405482,0.12333408801148611,0.464,0.07768998688496191,0.16485121498510535,0.13107966309146463,0.542,0.09262395924784157,0.2790315437776316,0.13376156528560904,0.598,0.096080365110777,0.529572995146844,0.1101557757081988,0.449,0.06004357834115554,0.8194590253664003,0.11407418904146875,0.515,0.06643070789374068,1.3247248393072626,2003-10-22 13:34:13,826.0952777777778,34.420636574074074
2003.10.22.13.39.13,0.12636422431804026,0.601,0.08215099312564636,0.8248844995077302,0.11959571178492877,0.488,0.07175339967329407,1.407284255634421,0.1305901031810149,0.51,0.09000474806042977,0.06875736878642735,0.12232580547679577,0.466,0.07712675272526619,0.14668996984368432,0.13155240051793526,0.493,0.09318304498898353,0.26934241696070105,0.13329842558587057,0.566,0.09558356812496653,0.4897435837552431,0.06224224074696479,0.312,0.060187498198238425,0.6536919125599385,0.11322760820473787,0.508,0.06540568047417385,1.147145830511346,2003-10-22 13:39:13,826.0119444444445,34.41716435185185
2003.10.22.13.44.13,0.12644587083789302,0.615,0.0831130581851085,1.0547385028599505,0.11851332026434044,0.574,0.07125172580568118,2.1727418305325257,0.131711181017703,0.667,0.09020023054749814,0.23141362097108242,0.1229566139182842,0.461,0.0766227521999783,0.2977808316453543,0.13110149746177102,0.557,0.0928959326895678,0.36694024255228097,0.13246141776859263,0.74,0.09484486512483997,0.6256287189146366,0.11090063802193328,0.378,0.06068119975219787,0.837349731523731,0.11369683832421144,0.53,0.06617839770453772,1.3365904085287506,2003-10-22 13:44:13,825.9286111111111,34.41369212962963
2003.10.22.13.49.13,0.12721884173111406,0.574,0.08409170154986884,0.8580109742040243,0.12087568753036114,0.515,0.07383331024878532,1.3895400666151945,0.13135265572502,0.593,0.09105221922146725,0.0630570380909532,0.12240959814000239,0.508,0.07759536521774768,0.319072418869387,0.13032307304978893,0.559,0.09130628647651497,0.33778421930687497,0.1333668460487838,0.603,0.09609157521789405,0.5772994366006152,0.11081072135311129,0.435,0.06145785914151091,1.1099868923428113,0.11414871014314508,0.527,0.0655696566301522,1.396769986562214,2003-10-22 13:49:13,825.8452777777778,34.41021990740741
2003.10.22.13.54.13,0.12628998805916633,0.591,0.08368681841935244,0.9450837365500222,0.11950958627213759,0.557,0.07216239494475798,1.1230154187566193,0.13194316958448438,0.544,0.09154117977456282,0.09056428767750768,0.12185262895643142,0.652,0.07681393914881962,0.41095117100242007,0.13109158129165607,0.596,0.09277409191780558,0.36662944383006524,0.1333714954949028,0.608,0.09522096201735851,0.6661055486487553,0.10778001684565651,0.381,0.0602683320909687,0.8806175152084537,0.11403982865442779,0.569,0.06614226735441373,1.5447300789571594,2003-10-22 13:54:13,825.7619444444445,34.40674768518519
2003.10.22.13.59.13,0.12775051235984586,0.635,0.08551124038090561,1.0728235036008584,0.12072897194944032,0.522,0.07349764957010896,0.9587107608144896,0.13138040564075043,0.645,0.09171415506942437,0.2093153573002482,0.12260764482817742,0.542,0.07759132827003166,0.33181171333869575,0.13108060553142245,0.522,0.09277778731269286,0.40338379781311007,0.13405601419334476,0.713,0.0969358674567235,0.5836827807824951,0.14642199288358287,0.452,0.06175453274295375,1.1725685071236125,0.11546942341650722,0.488,0.06761331574335133,1.457158593637982,2003-10-22 13:59:13,825.6786111111111,34.40327546296296
2003.10.22.14.04.13,0.12559320046066635,0.51,0.08395173422796841,0.7107071629130908,0.11874047186281148,0.491,0.07276061660012999,1.290369114407489,0.1311509430886674,0.505,0.0914392996358782,0.06731448720891509,0.12241302117792148,0.432,0.07837306388641647,0.11038849095918479,0.13170230899023516,0.498,0.09421113644027347,0.30431299089777086,0.13360904042613939,0.605,0.09719898671065497,0.5898060897105424,0.23726101226171384,0.662,0.06175658125179139,1.3593132369488208,0.11367427102285778,0.452,0.066640586888989,1.343959416925343,2003-10-22 14:04:13,825.5952777777778,34.399803240740745
2003.10.22.14.09.13,0.12581248137108655,0.623,0.08273517992126964,1.0229299854112597,0.1182794973862889,0.596,0.07167955468070736,1.6245722195393393,0.13188618398961943,0.527,0.0912174416592853,0.14465697075756445,0.12197069119964334,0.522,0.07707109538930097,0.4094834608149154,0.13117507199052247,0.505,0.09301838489212813,0.30975352009986556,0.13349825424595915,0.591,0.09664173901988225,0.6121840962849521,0.10374135059013656,0.444,0.06064025051126043,1.3445057734207237,0.11791116744483164,0.479,0.0661804135823521,1.5461882669887084,2003-10-22 14:09:13,825.5119444444445,34.39633101851852
2003.10.22.14.14.13,0.12675109771313373,0.562,0.08342825407448275,0.8285038304047014,0.11910959308979116,0.591,0.07164175615873264,1.5214288806893466,0.1309114633271997,0.535,0.090482079667004,0.05505716020248963,0.12159065046004514,0.479,0.07688629127497175,0.0987582864266563,0.13169603563046706,0.566,0.09316358729728208,0.4004179636546463,0.13391624032890156,0.598,0.09681733509348844,0.7171797969383964,0.11047337972087722,0.391,0.059883155603688995,0.8385989820584672,0.11393240183328007,0.522,0.06578142538638979,1.4736343266612408,2003-10-22 14:14:13,825.4286111111111,34.392858796296295
2003.10.22.14.19.13,0.12589396386133353,0.527,0.08227769869235813,0.9510505524011927,0.11877843224591271,0.613,0.07173733640784463,1.851059260165921,0.1324638248450426,0.664,0.09136949431847459,0.22357831160360098,0.12317770445579833,0.435,0.07785733577629339,0.14334576680026379,0.1324135904488164,0.513,0.09403236167607053,0.38029888662983957,0.13381171163213584,0.562,0.0965908498979551,0.6352593778791817,0.11237499804470243,0.415,0.06016881121547814,0.9719451403019241,0.11382289945967045,0.537,0.06644889720284321,1.5436990876511967,2003-10-22 14:19:13,825.3452777777778,34.389386574074074
2003.10.22.14.24.13,0.12770694124360224,0.745,0.08492717849377313,1.2523542724800683,0.11969400112892041,0.483,0.0732263361929757,1.0489277510976445,0.13153342148213462,0.632,0.09071388349776359,0.14790336389377767,0.12162564615546498,0.527,0.07591858662235808,0.2622839027048811,0.131531611019046,0.583,0.09333106256366747,0.4980423626006152,0.1342137797391721,0.62,0.09617379359650582,0.5084753224080032,0.10948285485779269,0.469,0.06004138440550523,1.0877162829947382,0.11321991486083069,0.479,0.06512744062767081,1.2424985002577982,2003-10-22 14:24:13,825.2619444444445,34.38591435185185
2003.10.22.14.29.13,0.12737957605709158,0.574,0.08311948262814155,0.7951768524379501,0.12020084530855274,0.762,0.07293218223633881,2.002520040295222,0.13089170514804405,0.522,0.0907935207046553,-0.029649347241275326,0.1216051770764587,0.483,0.076109635923891,0.1369010288692576,0.13106518330735523,0.505,0.09208561398813082,0.3199537431702506,0.13406962593969365,0.627,0.0961992077458635,0.5335396112634312,0.11179184103795879,0.386,0.061207377722646304,0.8641307579237067,0.11584722036715804,0.515,0.06617156880239494,1.3327690016760245,2003-10-22 14:29:13,825.1786111111111,34.38244212962963
2003.10.22.14.34.13,0.12581847391741108,0.605,0.08153083805721616,0.9510388985560043,0.11849871356764807,0.532,0.07155107324009854,2.0219231515750256,0.13189108647443257,0.657,0.09058984353603138,0.29660480618466556,0.12239866384138452,0.547,0.07693628808158766,0.34106810315251046,0.13124121752610488,0.544,0.0927845031195598,0.3385939269035756,0.13347063204743065,0.603,0.0957333472254954,0.5870622351902766,0.11167984221963749,0.52,0.061308704127886776,1.863442204462685,0.11566009433627054,0.625,0.06778039134549695,2.2140463152215926,2003-10-22 14:34:13,825.0952777777778,34.37896990740741
2003.10.22.14.39.13,0.12645062107523436,0.542,0.08289566794460572,0.9364163275063397,0.11877234945934911,0.493,0.07187197145639657,1.1829345599630559,0.13165607828436465,0.542,0.09139000456514657,0.066973032447315,0.12161019148029904,0.476,0.07626240247548859,0.17620327164477212,0.13112515975026018,0.586,0.09240431782926363,0.4019634361144444,0.13339361379455866,0.657,0.09567625058234988,0.5645315320282571,0.11142307179275922,0.581,0.0605852886097629,1.4057752920287623,0.11513652519332755,0.537,0.0660272722764673,2.07813628226869,2003-10-22 14:39:13,825.0119444444445,34.37549768518519
2003.10.22.14.44.13,0.1269978340504893,0.623,0.08380052832387759,1.1185012171921853,0.11979654607363217,0.562,0.07238293183748278,1.637768208850673,0.1321736899922669,0.508,0.09192799317644632,0.12074490848559538,0.1222522658436491,0.53,0.07706282970571299,0.19992196993547484,0.1316381833972385,0.657,0.09385318288207091,0.47914337934341766,0.13369163208755577,0.742,0.09638107888875797,0.7984954047157347,0.11087652924008817,0.532,0.0607368744418329,1.4665471277123734,0.11455347243481971,0.544,0.06674263197555953,1.8804167821282318,2003-10-22 14:44:13,824.9286111111111,34.37202546296296
2003.10.22.14.49.13,0.12617595349445304,0.728,0.0835209354685788,1.11781731572884,0.11934648260487718,0.525,0.07197159656164215,1.2931450770421309,0.13068789398703165,0.483,0.08975710950164638,0.17970532171427678,0.12159103898609777,0.496,0.07569641750827183,0.25157530992409605,0.1313048531209909,0.554,0.09232623961680599,0.4087483649712449,0.13335811913585585,0.608,0.09541106520434411,0.49921884766360725,0.11709268184894445,0.5,0.060291910001889576,1.187105620124509,0.11487092514365581,0.491,0.0662547904042284,1.608122508881805,2003-10-22 14:49:13,824.8452777777778,34.368553240740745
2003.10.22.14.54.13,0.12633505643476398,0.623,0.08283817092206029,0.8409131297900463,0.11897266152126347,0.559,0.0717177289881095,1.6746162202483408,0.13142333569066988,0.544,0.09085057654730512,0.04926339371372945,0.12146834821936381,0.444,0.07596277397623262,0.04527885561092315,0.1305857119819321,0.598,0.09213839835727719,0.41911021371887935,0.13316913055954213,0.747,0.09583407888906195,0.6264124607948629,0.11240739960664568,0.464,0.06090188680004034,1.0998506888161277,0.11947427461559193,0.671,0.06670245532343345,1.6612241033462185,2003-10-22 14:54:13,824.7619444444445,34.36508101851852
2003.10.22.14.59.13,0.12576955516284286,0.542,0.08215682143146683,1.0112381034950806,0.11858486873859582,0.574,0.07064858389135104,1.5428720475323816,0.132166955961189,0.618,0.09051838071209514,0.17958094332044272,0.12179756233770136,0.64,0.07598307895390435,0.3821763613731437,0.12972896513320087,0.537,0.09052565164060275,0.21792503731152468,0.1331507761870683,0.662,0.09549873158656144,0.686349487563811,0.10712084776265834,0.447,0.06016291733006096,1.280543350403935,0.11394446204044978,0.486,0.06553741363622957,1.6516147277107809,2003-10-22 14:59:13,824.6786111111111,34.361608796296295
2003.10.22.15.04.13,0.12572201827407262,0.574,0.08213447618760251,0.8504438321227688,0.11880555074035366,0.466,0.07051294200929743,1.3258431752701085,0.13202432026932812,0.72,0.091368642154968,0.15236980155736468,0.12222963168286209,0.576,0.07671574739863386,0.27841477724860253,0.13083249350762172,0.522,0.09282902958919617,0.36606524850226707,0.13285640358902304,0.674,0.09570884149250419,0.6355842019521223,0.09001022402864856,0.552,0.0613546739657764,1.3452979166508303,0.11302902804873015,0.496,0.06731824276863818,1.7913059305265042,2003-10-22 15:04:13,824.5952777777778,34.358136574074074
2003.10.22.15.09.13,0.1253454710365516,0.547,0.08250366977500022,0.9812239194455818,0.11850543895745883,0.615,0.0717850495544107,2.2698463968990135,0.13092542363015053,0.62,0.09000077959781469,0.09555383846723364,0.12154299831521817,0.461,0.0762676144555302,0.20453052079185108,0.13005162323874028,0.503,0.09164734410512945,0.2911603237906957,0.1334657297788111,0.552,0.09595016902303016,0.6065446606007847,0.11062002924037141,0.439,0.06065323932294423,1.0357006891443898,0.11301091061472228,0.491,0.06597543700818956,1.6946092326781699,2003-10-22 15:09:13,824.5119444444445,34.35466435185185
2003.10.22.15.14.13,0.1258592219505587,0.698,0.08239646147657712,1.4634103724705518,0.11911032606533585,0.569,0.07131455016401153,1.4616562256385084,0.13080206151615117,0.559,0.08966450422555185,0.07083076332781912,0.12159641979367906,0.513,0.07584961313500745,0.2433452248778325,0.13062551939938602,0.615,0.09266544164960416,0.4689140439717132,0.1324747317076567,0.662,0.09492481613461565,0.5901456195366954,0.11024049216726697,0.439,0.061045922427881844,1.0568558517522026,0.11390070352579863,0.574,0.06701818369985628,1.6703177345020803,2003-10-22 15:14:13,824.4286111111111,34.35119212962963
2003.10.22.15.19.13,0.12527796847317418,0.576,0.0820143838588893,0.9327575122847951,0.11932339362264636,0.488,0.07172707727322103,1.4805464356473266,0.13181595223519751,0.554,0.09108170611151413,0.16633085346258225,0.12201195289966728,0.613,0.07610645931001016,0.27586505645514325,0.13065377112872117,0.493,0.09225496153186563,0.2699725253467,0.13306707458229713,0.557,0.09550253220180667,0.5717357970311161,0.1054700275385589,0.466,0.06069565830082623,1.253203955360778,0.11502592099174863,0.554,0.0669678613985591,2.083803330788352,2003-10-22 15:19:13,824.3452777777778,34.34771990740741
2003.10.22.15.24.13,0.12537492736631745,0.632,0.0806691542841759,0.7783813535556021,0.11897199439035538,0.505,0.0708790691115222,1.137895827935493,0.13112365049353225,0.498,0.08941366509577542,0.016369532856625124,0.12176339561509751,0.469,0.07556300220281775,0.16854055607202012,0.13032141793525825,0.491,0.09141037384021543,0.2762605255303341,0.13311990563902812,0.542,0.09485253118572175,0.49592093924528013,0.11107591057540897,0.515,0.06017209907864437,1.1868890226727515,0.11454907923128137,0.452,0.06639076722926932,1.7058727939739642,2003-10-22 15:24:13,824.2619444444445,34.34424768518519
2003.10.22.15.29.13,0.12540454654026206,0.71,0.08168741362557616,1.0284049395313266,0.1186910616484425,0.542,0.07085432054337645,1.4002114717433276,0.13098208127539576,0.527,0.090212369194625,0.040967344856763344,0.12255555799278087,0.437,0.07713943555247414,0.23379942149222188,0.13144744115104048,0.637,0.09376244539783737,0.4481503149365893,0.13560910387114272,0.688,0.09902239941958947,0.7608454189403222,0.07374050124210914,0.52,0.06095537235375567,1.232504081784315,0.1126569365443713,0.525,0.06689725574223394,1.535483944940169,2003-10-22 15:29:13,824.1786111111111,34.34077546296296
2003.10.22.15.37.48,0.12548005689245753,0.566,0.08186804600158193,1.0571579391373902,0.11807444209884341,0.527,0.07085291056080982,1.0903490378706602,0.13039333842293527,0.544,0.0906133951741376,0.10055696829064464,0.1215437132012594,0.542,0.07733580571913247,0.3750943081242126,0.13027137934093821,0.557,0.09264977561574331,0.3794727504824098,0.1320564314004386,0.513,0.09520113036161934,0.49536708421462583,0.10825832887812548,0.41,0.06045015192223661,0.8006677063218781,0.11242381621847303,0.43,0.06560171446413428,1.229191133035533,2003-10-22 15:37:48,824.0355555555556,34.33481481481481
2003.10.22.15.44.13,0.12484420349573454,0.557,0.08013729602915526,1.062047364824692,0.11924619666858091,0.52,0.07130022011088559,1.6293468187673446,0.13155389539112144,0.544,0.08982433486816192,0.1526428637264159,0.12144021504459766,0.552,0.07527010891991213,0.24602077916312615,0.1322879313367011,0.479,0.09361808981479207,0.37508065388651435,0.1337575359296393,0.691,0.0955960190841952,0.6269292592908271,0.11004315870304592,0.479,0.06069519114291387,1.5530805336691076,0.11404754653693235,0.479,0.06521343282595869,1.603587517291861,2003-10-22 15:44:13,823.9286111111111,34.330358796296295
2003.10.22.15.54.13,0.1263029214963598,0.769,0.08120048551506731,1.2464518670699833,0.11921929574744025,0.496,0.07158466784476836,1.5913721834966186,0.13131896941613433,0.652,0.09026499226298593,0.0895036243168903,0.12206685340098986,0.481,0.07661986161121298,0.1793527843846201,0.13265167174078507,0.72,0.09406850046965357,0.465444972963609,0.13532705554651894,0.825,0.09830547765834297,0.7425182285883283,0.11007792539016678,0.469,0.05960608468292138,0.9540542791488291,0.11422516504727899,0.483,0.0660265164093744,1.5054009529155046,2003-10-22 15:54:13,823.7619444444445,34.32341435185185
2003.10.22.16.04.13,0.12618064539951246,0.647,0.08203137452784204,1.0695468344479,0.1190998348206112,0.544,0.07139166601317536,1.2553959278654974,0.13105871831543436,0.615,0.08923145844974306,0.17822903524226774,0.12169016934187053,0.527,0.0760680303036525,0.30742483940639787,0.13080710168627122,0.552,0.0920484615501451,0.45450493080581156,0.13347606036816584,0.574,0.09582095839533589,0.5612886962470296,0.11653526407674845,0.388,0.05969119122947937,0.8703221119498248,0.11375849277189978,0.569,0.06556174076900603,1.5201288954544347,2003-10-22 16:04:13,823.5952777777778,34.31646990740741
